post_id,text,title,sent_id
is_vne_74,""" Chúng_tôi diệt khoảng 25.000 tay súng địch trong 11 tháng qua",45.000 phiến_quân IS bị tiêu_diệt trong hai năm,3
is_vne_74,"Cộng với khoảng 20.000 tên bị tiêu_diệt trước đó , chúng_tôi đã loại_bỏ 45.000 phiến_quân khỏi chiến_trường "" , AFP dẫn lời Trung_tướng Sean_Mac Farland , chỉ_huy chiến_dịch chống Nhà_nước Hồi_giáo ( IS ) của liên_minh do Mỹ dẫn_đầu , nói ngày 10/8 .",45.000 phiến_quân IS bị tiêu_diệt trong hai năm,4
is_vne_74,MacFarland ước_tính IS còn khoảng từ 15.000 đến 30.000 phiến_quân và chúng đang ngày_càng khó bổ_sung lực_lượng .,45.000 phiến_quân IS bị tiêu_diệt trong hai năm,5
is_vne_74,""" Số phiến_quân trên các chiến_tuyến suy_giảm cả về số_lượng và chất_lượng",45.000 phiến_quân IS bị tiêu_diệt trong hai năm,6
is_vne_74,"Các quan_chức ước_tính IS để mất 25.000 km2 diện_tích chúng từng kiểm_soát và thiết_lập "" đế_chế "" ở Iraq và Syria .",45.000 phiến_quân IS bị tiêu_diệt trong hai năm,7
is_vne_74,"Chiến_dịch chống IS bắt_đầu cách đây đúng hai năm , nhằm làm suy_yếu và tiêu_diệt nhóm phiến_quân",45.000 phiến_quân IS bị tiêu_diệt trong hai năm,8
is_vne_74,"Giới chỉ_trích không hài_lòng với tiến_triển trong chiến_dịch , vốn đã triển_khai hơn 14.000 đợt không_kích và phối_hợp với lực_lượng bản_địa trên bộ tấn_công IS nhưng lại chưa loại_bỏ được chúng khỏi nhiều khu_vực .",45.000 phiến_quân IS bị tiêu_diệt trong hai năm,9
is_vne_74,Các chuyên_gia nhận_định IS cuối_cùng cũng bị tiêu_diệt nhưng nhóm phiến_quân đang chống_trả bằng cách kêu_gọi những kẻ ủng_hộ tấn_công trên khắp thế_giới và có_thể tồn_tại thêm nhiều năm với danh_nghĩa một tổ_chức khủng_bố .,45.000 phiến_quân IS bị tiêu_diệt trong hai năm,10
is_vne_74,14000 đợt không_kích mà chỉ tiêu_diệt được 45000 tên,45.000 phiến_quân IS bị tiêu_diệt trong hai năm,11
is_vne_74,Có phải cứ không_kích là phải nhằm vào quân đâu .,45.000 phiến_quân IS bị tiêu_diệt trong hai năm,12
is_vne_74,Hãy tính_toán đến tính_mạng thay_vì kinh_tế .,45.000 phiến_quân IS bị tiêu_diệt trong hai năm,13
is_vne_74,"Thế_giới không_bao_giờ bình_yên khi mà vẫn còn tồn_tại những nước tự cho mình quyền điều_hành , áp_đặt thế_giới , nước_lớn chèn_ép các nước nhỏ .",45.000 phiến_quân IS bị tiêu_diệt trong hai năm,14
is_vne_74,thực_tế các cuộc tấn_công kiểu tự_sát cực_kỳ dã_man khắp thế_giới đã cho thấy is đang chết dần,45.000 phiến_quân IS bị tiêu_diệt trong hai năm,15
is_vne_74,"Sẽ là nỗi vui_mừng không_thể tả , nếu ngày gần nhất đọc thấy đã tiêu_diệt hoàn_toàn tổ_chức khủng_bố IS .",45.000 phiến_quân IS bị tiêu_diệt trong hai năm,16
vu-quang-hai_vne_0,"Phó thủ_tướng Trương_Hòa_Bình yêu_cầu Bộ_trưởng Công_Thương kiểm_tra , làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco để trả_lời VAFI và báo_cáo Thủ_tướng .",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,1
vu-quang-hai_vne_0,Văn_phòng Chính_phủ vừa có văn_bản truyền ý_kiến chỉ_đạo của Phó thủ_tướng Trương_Hòa_Bình liên_quan tới công_tác bổ_nhiệm ông Vũ_Quang_Hải ( con_trai nguyên Bộ_trưởng Công_Thương_Vũ_Huy_Hoàng ) tại Tổng_công_ty cổ_phần Bia - Rượu - Nước giải_khát Sài_Gòn ( Sabeco ) .,Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,2
vu-quang-hai_vne_0,"Theo nội_dung văn_bản này , Hiệp_hội các nhà_đầu_tư tài_chính Việt_Nam ( VAFI ) ngày 13/6 đã có văn_bản gửi Thủ_tướng phản_ánh và kiến_nghị liên_quan đến việc cổ_phần_hóa một_số doanh_nghiệp thuộc Bộ Công_Thương và việc bổ_nhiệm ông Vũ_Quang_Hải là thành_viên Hội_đồng_quản_trị , Phó_tổng giám_đốc Sabeco .",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,3
vu-quang-hai_vne_0,"Phó thủ_tướng Trương_Hòa_Bình đã có ý_kiến chỉ_đạo , yêu_cầu Bộ_trưởng Công_Thương kiểm_tra , xem_xét giải_quyết kiến_nghị của Hiệp_hội các nhà_đầu_tư tài_chính Việt_Nam",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,4
vu-quang-hai_vne_0,"Đồng_thời , thông_báo kết_quả giải_quyết cho VAFI , báo_cáo Thủ_tướng Chính_phủ kết_quả trước ngày 30/7/2016 .",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,5
vu-quang-hai_vne_0,"Chia_sẻ với VnExpress , Bộ_trưởng Công_Thương - Trần_Tuấn_Anh cho_biết , đã yêu_cầu các đơn_vị chức_năng khẩn_trương tổng_hợp để trả_lời và báo_cáo các đơn_vị , các cấp có liên_quan theo chỉ_đạo của Phó thủ_tướng .",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,6
vu-quang-hai_vne_0,"Trước đó , những lùm_xùm về việc bổ_nhiệm , luân_chuyển cán_bộ tại Bộ Công_Thương được dư_luận chú_ý sau những văn_bản của VAFI về công_tác cán_bộ tại   Tổng_công_ty Bia - rượu - nước giải_khát Sài_Gòn , cụ_thể là trường_hợp   ông Vũ_Quang_Hải được điều_động về làm lãnh_đạo khi còn trẻ tuổi .",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,7
vu-quang-hai_vne_0,"Ngay sau văn_bản này , trả_lời VnExpress , Bộ_trưởng Trần_Tuấn_Anh cho_hay , đã yêu_cầu các đơn_vị chức_năng trực_thuộc bộ rà_soát lại hồ_sơ , báo_cáo toàn_bộ quá_trình tiếp_nhận ông Vũ_Quang_Hải về công_tác tại bộ và bổ_nhiệm , điều_động ông Hải về Sabeco .",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,8
vu-quang-hai_vne_0,"Bộ_trưởng Trần_Tuấn_Anh cũng đã yêu_cầu mở_rộng việc rà_soát công_tác bổ_nhiệm cán_bộ , gồm cả các trường_hợp tiếp_nhận người từ bên ngoài về và các trường_hợp được điều_động từ Bộ Công_Thương về nắm giữ vị_trí trong Hội_đồng_quản_trị , Ban giám_đốc của các tập_đoàn , tổng_công_ty thuộc Bộ",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,9
vu-quang-hai_vne_0,"Theo nội_dung văn_bản   VAFI  gửi tới nguyên Bộ_trưởng Công_Thương_Vũ_Huy_Hoàng , lãnh_đạo Bộ Công_Thương và Văn_phòng Chính_phủ về việc cổ_phần_hóa một_số doanh_nghiệp Nhà_nước thuộc Bộ Công_Thương và bổ_nhiệm nhân_sự tại Sabeco hồi giữa tháng 6/2016 , Hiệp_hội này đặt ra nhiều câu_hỏi về quá_trình bổ_nhiệm ông Vũ_Quang_Hải khi ông này được điều_động về Sabeco với hàm Phó vụ_trưởng ,   đảm_đương vị_trí Thành_viên Hội_đồng_quản_trị , đại_diện cổ_phần Nhà_nước , đồng_thời kiêm chức Phó_tổng giám_đốc .",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,10
vu-quang-hai_vne_0,"Văn_bản của VAFI cũng nhắc lại việc 4 năm trước đó , ông Hải được bổ_nhiệm Tổng giám   đốc Công_ty_cổ_phần đầu_tư tài_chính dầu_khí ( PVFI ) với vốn_điều_lệ hơn 300 tỷ đồng và Tập_đoàn dầu_khí ( PVN ) nắm trên 51%",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,11
vu-quang-hai_vne_0,"Trong 2 năm 2011-2012 , doanh_nghiệp này lỗ tổng_cộng 220 tỷ đồng , song theo văn_bản , các thông_tin này không được công_bố đến nhà_đầu_tư .",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,12
vu-quang-hai_vne_0,"Thạc_sĩ và biết tiếng Anh , Bằng với tiêu_chuẩn của nhân_viên phòng tôi",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,13
vu-quang-hai_vne_0,"Tôi học đại_học xong , đi làm và học thêm ngoại_ngữ , ngoài 30 tuổi mới có bằng thạc_sĩ , phấn_đấu rất nhiều và gần 50 tuổi mới có bằng tiến_sĩ , thế_mà thấy xung_quanh mình còn bao_nhiêu người tài_giỏi hơn",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,14
vu-quang-hai_vne_0,Nhưng_mà người giỏi thực_sự 25 tuổi làm tổng_giám_đốc thì_có sao đâu ạ ?,Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,15
vu-quang-hai_vne_0,":   25 tuổi làm tổng_giám_đốc chẳng vấn_đề gì cả , vấn_đề chỉ là những người 25 tuổi đủ tài_năng làm TGĐ rất rất hiếm nên đa_phần người_ta sẽ chọn những người lớn_tuổi vì họ có rất nhiều kinh_nghiệm quản_trị , kinh_nghiệm điều_hành .",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,16
vu-quang-hai_vne_0,"4 năm trước đó , ông Hải được bổ_nhiệm Tổng_giám_đốc Công_ty_cổ_phần đầu_tư tài_chính dầu_khí ( PVFI ) với vốn_điều_lệ hơn 300 tỷ đồng và Tập_đoàn dầu_khí ( PVN ) nắm trên 51%",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,17
vu-quang-hai_vne_0,"Anh_ấy là người có năng_lực , hãy để cho anh_ấy cống_hiến .",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,18
vu-quang-hai_vne_0,"làm công_ty cũ thua_lỗ mà có năng_lực gì , ở đâu ?",Phó thủ_tướng chỉ_đạo làm rõ việc bổ_nhiệm ông Vũ_Quang_Hải tại Sabeco,19
michael-phelps_zing_0,"Bế_tắc trong cuộc_sống . Từng muốn tìm đến cái chết . Song , một tia hy_vọng mở ra với Michael_Phelps khi mọi thứ tưởng_chừng sẽ kết_thúc trong bóng_tối .",Michael_Phelps suýt tự_tử vì trầm_cảm,1
michael-phelps_zing_0,"Tuy_nhiên , chặng đường đến Rio của ông bố 1 con không hề bằng_phẳng .",Michael_Phelps suýt tự_tử vì trầm_cảm,2
michael-phelps_zing_0,Nếu_không nói sẽ có rất ít người biết Phelps từng muốn tìm đến cái chết vì cuộc_sống “ trở_nên nằm ngoài kiểm_soát ”,Michael_Phelps suýt tự_tử vì trầm_cảm,3
michael-phelps_zing_0,"Có lúc , tôi không hề muốn tồn_tại",Michael_Phelps suýt tự_tử vì trầm_cảm,4
michael-phelps_zing_0,"Bản_thân bị lạc lối "" , chủ_nhân 4 HCV tại Olympic_Rio nói với ESPN .",Michael_Phelps suýt tự_tử vì trầm_cảm,5
michael-phelps_zing_0,"Giữa màn đêm của sự bất_ổn về tâm_lý , Phelps từng nghĩ đến cái chết .",Michael_Phelps suýt tự_tử vì trầm_cảm,6
michael-phelps_zing_0,"Tôi nhận ra_điều tốt nhất có_thể làm là kết_thúc cuộc_sống này "" .",Michael_Phelps suýt tự_tử vì trầm_cảm,7
michael-phelps_zing_0,"Sau liên_tiếp những biến_cố , mọi thứ tưởng_chừng đã khép lại với kỷ_lục gia về số HCV tại Olympic nếu cựu VĐV bóng_bầu_dục Ray_Lewis , người Phelps xem như "" anh_trai cao_cả "" , không xuất_hiện .",Michael_Phelps suýt tự_tử vì trầm_cảm,8
michael-phelps_zing_0,"Nhận thấy ở Phelps một sự tuyệt_vọng , Ray_Lewis đã gửi_gắm lời khuyên đến kình_ngư người Mỹ : "" Đây là lúc chúng_ta phải chiến_đấu . .",Michael_Phelps suýt tự_tử vì trầm_cảm,9
michael-phelps_zing_0,"Nếu cậu đóng lại mọi thứ , cậu sẽ thua cuộc """,Michael_Phelps suýt tự_tử vì trầm_cảm,10
michael-phelps_zing_0,"Và anh nhận ra , cuốn sách của Ray_Lewis mang đến cho bản_thân hy_vọng",Michael_Phelps suýt tự_tử vì trầm_cảm,11
michael-phelps_zing_0,"Khi chia_sẻ với ESPN , Phelps mô_tả cuốn sách do Rick_Warren viết "" giúp anh có được niềm_tin lớn vào chính bản_thân và tìm ra mục_đích trong cuộc_sống trên hành_tinh này """,Michael_Phelps suýt tự_tử vì trầm_cảm,12
michael-phelps_zing_0,"Anh nối lại mối quan_hệ với người cha đã ghẻ_lạnh suốt hơn hai thập_niên , và cô bạn_gái Nicole .",Michael_Phelps suýt tự_tử vì trầm_cảm,13
michael-phelps_zing_0,Những nét tươi_sáng bắt_đầu được nhìn thấy trong cuộc_sống Michael_Phelps,Michael_Phelps suýt tự_tử vì trầm_cảm,14
michael-phelps_zing_0,"Với_Phelps , chính cuốn sách được tặng đã cứu lấy một huyền_thoại .",Michael_Phelps suýt tự_tử vì trầm_cảm,15
michael-phelps_zing_0,Cảm_thấy may_mắn vì được sống ngay trong thời_điểm chứng_kiến vận_động_viên bơi_lội vĩ_đại nhất mọi thời_đại,Michael_Phelps suýt tự_tử vì trầm_cảm,16
michael-phelps_zing_0,Có_lẽ rất rất nhiều thế_hệ sau nữa cũng sẽ khó có cơ_hội này .,Michael_Phelps suýt tự_tử vì trầm_cảm,17
michael-phelps_zing_0,Một ngày nào_đó Ánh_Viên sẽ phá kỷ_lục olympic cho xem .,Michael_Phelps suýt tự_tử vì trầm_cảm,18
formosa_vne_13,Khu liên_hợp sản_xuất gang_thép của Formosa gây ô_nhiễm tại Hà_Tĩnh chỉ là một trong số_nhiều dự_án quy_mô lớn mà Tập_đoàn Formosa ( Đài_Loan ) đã rót vốn đầu_tư tại Việt_Nam .,Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,1
formosa_vne_13,"Theo đó , việc xả thải của nhà_máy của Công_ty TNHH Gang_thép Hưng_Nghiệp_Formosa ( FHS ) tại Khu_công_nghiệp Vũng_Áng ( Hà_Tĩnh ) được xác_định là nguyên_nhân gây ô_nhiễm môi_trường biển nghiêm_trọng , gây ra hiện_tượng hải_sản chết hàng_loạt",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,2
formosa_vne_13,Đây không phải lần đầu dự_án này gây chú_ý sau gần 8 năm triển_khai tại Việt_Nam .,Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,3
formosa_vne_13,"Năm 2008 , Tập_đoàn Formosa ( Đài_Loan , Trung_Quốc ) công_bố việc rót vốn đầu_tư dự_án tại Khu kinh_tế Vũng_Áng thông_qua việc thành một công_ty_con - Công_ty TNHH Gang_thép Hưng nghiệp Formosa ( FHS – Formosa_Hà_Tĩnh ) .",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,4
formosa_vne_13,"Với mô_hình sản_xuất - xuất_khẩu liên_hợp , dự_án được lên kế_hoạch với tổng đầu_tư 28,5 tỷ USD ( giai_đoạn I trên 10,5 tỷ USD ) trên diện_tích hơn 3.300 ha , bao_gồm cả diện_tích mặt_biển ( cảng Sơn_Dương ) , thời_gian thuê đất là 70 năm",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,5
formosa_vne_13,"Dự_án tại Hà_Tĩnh tập_trung vào các hạng_mục như nhà_máy luyện gang_thép , cảng nước sâu có năng_lực cập tàu 30.000 tấn , nhà_máy nhiệt_điện công_suất 2.100 MW… Trong đó , riêng quy_mô nhà_máy thép giai_đoạn một đạt trên 7 triệu tấn phôi thép một năm .",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,6
formosa_vne_13,"Lý_do được Formosa đưa ra khi chọn Vũng_Áng là vì cảng nước sâu Sơn_Dương phù_hợp cho mô_hình tổ_hợp công_nghiệp và tỷ_suất đầu_tư tại đây cũng rẻ hơn nhiều so với các địa_điểm khác .   Ban_đầu Formosa_Hà_Tĩnh do 9 cổ_đông góp vốn , trong đó có 7 cổ_đông là các đơn_vị thành_viên của Formosa_Group , nắm gần 95% cổ_phần",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,7
formosa_vne_13,"Ở thời_điểm đó và cho tới nay , đây là dự_án gang_thép , nhiệt_điện có vốn đầu_tư nước_ngoài “ khủng ” nhất cả nước .",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,8
formosa_vne_13,"Trước khi tới Hà_Tĩnh , tên_tuổi của Formosa đã được biết tới tại Việt_Nam với nhiều công_ty lớn , đáng_kể nhất_là Công_ty TNHH Hưng_Nghiệp_Formosa ( Formosa_Đồng_Nai ) thành_lập năm 2001",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,9
formosa_vne_13,"Công_ty này đã thuê gần hết diện_tích 300ha của khu_công_nghiệp Nhơn_Trạch 3 ( Đồng_Nai ) để đầu_tư dự_án khu liên_hợp nhà_máy sản_xuất sợi , nhuộm , hạt nhựa và nhiệt_điện .",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,10
formosa_vne_13,"Thời_điểm đầu những năm 2000 , đây là dự_án liên_hợp đình_đám và gây chú_ý bởi số vốn mà “ ông chủ ” người Đài_Loan đã rót vào gần một tỷ USD",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,11
formosa_vne_13,"Cái tên Formosa tại Việt_Nam được biết và nhắc tới nhiều trong lĩnh_vực gang_thép , nhiệt_điện song lĩnh_vực chính của tập_đoàn này lại là sản_xuất nhựa",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,12
formosa_vne_13,"Do có quy_mô đầu_tư lớn nên khi Formosa có ý_định đầu_tư siêu dự_án tại Vũng_Áng , tỉnh Hà_Tĩnh đã sớm “ gật_đầu ”",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,13
formosa_vne_13,trên thế_giới công_ty này nằm trong DANH_SÁCH_ĐEN về làm ô_nhiễm môi_trường,Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,14
formosa_vne_13,"Hãy nhìn sự_việc thật xa , và hãy nhìn vào lịch_sử của Formosa .",Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,15
formosa_vne_13,GÂY_Ô_NHIỄM_MÔI_TRƯỜNG_KHỦNG .,Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,16
formosa_vne_13,doanh_thu 17100 ty ban ( loi nhuan khung ) oi,Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,17
formosa_vne_13,Sản_xuất gang_thép là ngành_nghề gây ô_nhiễm môi_trường nặng nhất ... . Nên thường_xuyên kiểm_tra gắt_gao .,Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,18
formosa_vne_13,Doanh_nghiệp trong ngành nhựa hầu_như đều nhập từ Formusa .,Formosa đã đầu_tư kinh_doanh tại Việt_Nam như_thế_nào,19
casa_vne_9,"Tàu cá của ngư_dân Thanh_Hóa trong khi đánh_bắt thủy_sản ngoài khơi vùng_biển Hải_Phòng đã vớt được một chiếc ví đựng tiền , giấy_tờ tùy_thân cùng nhiều mảnh vỡ nghi của máy_bay CASA 212 .",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,1
casa_vne_9,"Trưa 9/7 , Công_an xã Hoằng_Trường ( Hoằng_Hoá , Thanh_Hoá ) xác_nhận , chiều_qua Bộ_đội Biên_phòng Thanh_Hóa và các cơ_quan_chức_năng địa_phương đã lập biên_bản tiếp_nhận hơn 130 mảnh vỡ nghi của máy_bay CASA 212 gặp nạn ở vùng_biển Hải_Phòng hơn 20 ngày_trước .",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,2
casa_vne_9,Cả trăm mảnh vỡ nghi của máy_bay CASA 212   đã được ngư_dân Thanh_Hóa phát_hiện,Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,3
casa_vne_9,"Theo thông_tin khai_báo , vào ngày 5/7 , tàu cá mang số_hiệu 90723 TS do ông Nguyễn_Hữu_Được ( ở xã Hoằng_Trường ) làm thuyền_trưởng cùng 10 ngư_dân khác khi đánh_bắt thủy_sản ở khu_vực đảo Bạch_Long_Vĩ ( Hải_Phòng ) đã phát_hiện một_số vật_thể mắc trong lưới cá .",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,4
casa_vne_9,"Vớt lên bờ kiểm_tra , nhóm ngư_dân thấy nhiều mảnh vỡ kim_loại_màu xanh",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,5
casa_vne_9,"Trong đó , có một cánh cửa_kính còn khá nguyên_vẹn có dòng chữ CASA 212",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,6
casa_vne_9,"Ngoài_ra , họ còn phát_hiện một chiếc ví bên trong có 6 triệu đồng tiền_mặt , chứng_minh_thư   và một_số giấy_tờ ghi tên thiếu_tá Nguyễn_Ngọc_Chu ( quê Hải_Dương ) .",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,7
casa_vne_9,"Đến chiều 8/7 , tàu cá về đất_liền và trình_báo sự_việc cho cơ_quan_chức_năng .   Ông Lê_Văn_Tấn , Trưởng công_an xã Hoằng_Trường , cho_hay tối cùng ngày , một tàu cá khác do ngư_dân Lê_Văn_Thắng ( 44 tuổi , cùng địa_phương ) làm thuyền_trưởng cập bến và báo_cáo cũng vớt được nhiều mảnh vỡ của máy_bay .",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,8
casa_vne_9,""" Hiện toàn_bộ các mảnh vỡ này đã được bàn_giao cho Bộ_đội biên_phòng Hoằng_Trường , chiếc ví được bàn_giao cho Huyện_đội huyện Hoằng_Hóa để xác_minh nguồn_gốc ” , ông Tấn nói .",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,9
casa_vne_9,"Theo ông Tấn , cơ_quan quân_sự bước_đầu xác_định đây là những mảnh vỡ của máy_bay CASA 212",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,10
casa_vne_9,"Các anh đã trở_lại quê Còn một anh vẫn chưa về mà thôi Di_vật còn đó , nổi trôi Biểu sâu , anh đã nghỉ_ngơi chỗ nào ? Gia_đình chờ_đợi biết_bao Tên anh , Tổ_quốc ghi vào sử_xanh Dù chỉ một_chút mong_manh Vẫn còn hy_vọng đón anh lên bờ Cả nước sốt_ruột đón chờ tin anh !",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,11
casa_vne_9,"Rất hay , thật cảm_động , đầy ý n từ trong nghĩa ... . . phải xuất_phát từ trái_tim ... ...",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,12
casa_vne_9,Đúng là sức_mạnh của quần_chúng nhân_dân Viêt_Nam ! Hãy khen_thưởng những ngư_dân này .,Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,13
casa_vne_9,"Cảm_ơn các ngư_dân , những người đánh_cá và cứu_hộ cứu nạn chuyên_nghiệp !",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,14
casa_vne_9,"Đây là một nghĩa_cử đẹp , một hành_động đáng trân_trọng đối_với đất_nước , đối_với vong_linh của các cán_bộ chiến sỹ không_quân nhân_dân Việt nam .",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,15
casa_vne_9,Hy_vọng cuối_cùng ngư_dân cũng vớt được hết mảnh mỡ và tìm được người lính cuối_cùng .,Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,16
casa_vne_9,"Quân_đội nhân_dân , quân_đội trong lòng dân",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,17
casa_vne_9,"Biển_khơi lạnh lắm anh ơi ! Về đi anh , kẻo người_thân mong_chờ",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,18
casa_vne_9,"Các mảnh vỡ khác ko quan_trọng nữa , chỉ cần thi_thể người cs cuối_cùng được tìm thấy để người_thân được yên_lòng .",Ngư_dân vớt được nhiều vật_dụng và mảnh vỡ máy_bay CASA,19
casa_vne_1,"Lễ tang phi_hành_đoàn CASA 8983 diễn ra tại Nhà tang_lễ Bộ Quốc phòng ( Hà_Nội ) có 9 linh_cữu phủ cờ quyết_thắng , nhưng chỉ 8 thi_thể được tìm thấy . Người trẻ nhất trong số họ mới 27 tuổi .",Hà_Nội đổ mưa tiễn_biệt 9 người lính hy_sinh trên máy_bay CASA,1
casa_vne_1,"Ngày cuối_cùng tháng 6 , lễ tang 9 người lính tử_nạn trên máy_bay CASA-212 số_hiệu 8983 được tổ_chức tại nhà tang_lễ số 5 Trần_Thánh_Tông , Hà_Nội",Hà_Nội đổ mưa tiễn_biệt 9 người lính hy_sinh trên máy_bay CASA,2
casa_vne_1,"Quân_ủy Trung_ương , Bộ Quốc phòng , Quân_chủng phòng_không không_quân dành cho 9 liệt_sĩ lễ tang trọng_thể nhất .",Hà_Nội đổ mưa tiễn_biệt 9 người lính hy_sinh trên máy_bay CASA,3
casa_vne_1,"Trời tuôn mưa , người rơi nước_mắt tiễn_biệt 9 người lính trên máy_bay CASA về nơi an_nghỉ cuối_cùng .",Hà_Nội đổ mưa tiễn_biệt 9 người lính hy_sinh trên máy_bay CASA,4
casa_vne_1,"Bên trong nhà tang_lễ , di_ảnh 9 liệt_sĩ xếp thành hàng ngay_ngắn",Hà_Nội đổ mưa tiễn_biệt 9 người lính hy_sinh trên máy_bay CASA,5
casa_vne_1,9 linh_cữu ở phía sau phủ quân_kỳ quyết_thắng cùng những đóa lan vàng,Hà_Nội đổ mưa tiễn_biệt 9 người lính hy_sinh trên máy_bay CASA,6
casa_vne_1,Video : Người_dân xót_thương 9 liệt_sĩ phi_hành_đoàn CASA 8983,Hà_Nội đổ mưa tiễn_biệt 9 người lính hy_sinh trên máy_bay CASA,7
casa_vne_1,"Đến viếng 9 người lính , Thủ_tướng Nguyễn_Xuân_Phúc viết trong sổ tang : "" Tổ_quốc và nhân_dân đời_đời ghi_nhớ và tri_ân các đồng_chí",Hà_Nội đổ mưa tiễn_biệt 9 người lính hy_sinh trên máy_bay CASA,8
casa_vne_1,"Người nhiều tuổi nhất bước sang 56 , trẻ nhất mới 27 xuân_xanh .",Hà_Nội đổ mưa tiễn_biệt 9 người lính hy_sinh trên máy_bay CASA,9
casa_vne_1,"Cuộc_sống của các anh thật vất_vả , vậy_mà khi ra_đi thân_xác các anh còn bị lạnh_lẽo trôi_dạt theo sóng biển nhiều ngày",Hà_Nội đổ mưa tiễn_biệt 9 người lính hy_sinh trên máy_bay CASA,10
